,18,上海眀圆美术馆,徐汇区,非国有,徐汇区复兴中路1199号A座5楼,"周二至周日
9:00-11:30，12:30-17:00
（法定节假日除外）",021-64451199,免费
4,19,上海余德耀美术馆,徐汇区,非国有,徐汇区丰谷路35号,"周二至周日
10:00-18:00（17:30停止入场）",021-64261901,特展收费
15,20,上海新美美术馆,徐汇区,非国有,徐汇区古美路1528号A7号楼207室,"周一至周六
10:00-17:00
（闭馆装修中）",021-64956993,免费
3,21,上海徐汇区龙的美术馆,徐汇区,非国有,徐汇区龙腾大道3398号,"4月1日-10月31日：周二至周日
10:00-18:00（17:00停止入场）
11月1日-3月31日：周二至周日
10:00-17:30（16:30停止入场）
(法定节假日除外)",021-64227636,收费
5,22,上海香成摄影艺术中心,徐汇区,非国有,徐汇区龙腾大道2555号-1,"周二至周日
10:30-17:30",021-64289516,收费
,23,上海油罐艺术中心,徐汇区,非国有,徐汇区龙腾大道2380号,"周二至周五
12:00-18:00
周六、周日
10:00-18:00",021-69500005,特展收费
,24,上海藏真海派美术馆,徐汇区,非国有,徐汇区延庆路92号,"周二至周六
10:30-16:00",13601812653,免费
,长宁区,,,,,,,
,25,上海虹桥当代艺术馆,长宁区,国有,长宁区仙霞路650号,"周一至周日
9:00-16:30",021-62618834,免费
1,26,上海苏俄造型艺术馆,长宁区,非国有,"长宁区天山路356号3楼
（长宁区图书馆3楼）","周二至周日
9:00-16:00",021-33538803,免费
2,27,上海杨培明宣传画收藏艺术馆,长宁区,非国有,长宁区延安西路726号7楼K座,"周一至周日
10:00-17:00",021-62111845,收费,
4,28,上海海派书画艺术馆,长宁区,非国有,长宁区北渔路95号 ,"周二至周日
9:00-16:00",021-62151611,免费,
3,29,上海东方陶瓷美术馆,长宁区,非国有,长宁区延安西路719号2楼,"周一至周日
10:00-17:00",021-65020101,免费,
,静安区,,,,,,,,
15,30,上海市逸夫职业技术学校华山艺术馆,静安区,国有,静安区延安中路955弄（巨鹿路700号）,"展期内：
周二、周四
13:00-16:00
周六、周日
10:00-15:00",021-62473445,免费,
2,31,上海民生现代美术馆,静安区,非国有,静安区汶水路210号23幢B08室,"周二至周四、周日
10:00-18:00
周五、周六
10:00-20:00",021-61806108,特展收费,
5,32,"华侨城当代艺术中心
上海馆",静安区,非国有,静安区曲阜路9弄B1（下沉庭院）,"周二至周日
10:00-18:00",021-66085119,特展收费,
1,33,上海梅尔尼科夫美术馆,静安区,非国有,静安区西藏北路1351号,"周二至周日
10:00-17:00（16:30停止入场）",021-56321879,免费,
4,34,上海静安区明当代美术馆,静安区,非国有,静安区永和东路436号,"周二至周日
10:00-18:00",021-56628882,收费,
,虹口区,,,,,,,,
1,35,朱屺瞻艺术馆,虹口区,国有,虹口区欧阳路580号,"周二至周日
9:30-16:30
（16:00停止入场）",021-56710742,免费,
2,36,上海多伦现代美术馆,虹口区,国有,虹口区多伦路27号,"周二至周日
10:00-18:00（17:30停止入场）",021-65872530,免费,
,37,上海市虹口区抱朴美术馆,虹口区,非国有,虹口区海平路58号2楼,"周二至周日
9:00-17:30",18101706893,免费,
,杨浦区,,,,,,,,
1,38,上海鸿一美术馆,杨浦区,非国有,杨浦区黄兴路1818号11楼,"周二至周日
9:00-17:30","021-55122229；
13564995866",免费,
,普陀区,,,,,,,,
1,39,"刘海粟美术馆分馆
（上海市普陀区美术馆）",普陀区,国有,普陀区铜川路1869号,"周一至周日
8:30-16:30（16:00停止入场）",021-52750826,免费
2,40,上海苏宁艺术馆,普陀区,非国有,普陀区丹巴路99号C3栋,"周一、周三至周日
10:00-17:00（16:00停止入场）      ",021-31013151,特展收费
,浦东新区,,,,,,,
1,41,上海吴昌硕纪念馆,浦东新区,国有,浦东新区陆家嘴东路15号,"周二至周日
9:00-12:00（11:30停止入场）
13:00-16:30（16:00停止入场）（闭馆装修中）",021-58786863,免费
,42,临港当代美术馆,浦东新区,国有,浦东新区水芸路418号2层,"周二至周五
10:00-17:00 
周六、周日
9:30-17:00","021-20952173
19946160613",免费
3,43,金桥碧云美术馆,浦东新区,国有, 浦东新区红枫路135号,"周二至周日
10:00-17:00（16:30停止入场）",021-58878879,免费
,44,上海蕙风美术馆,浦东新区,非国有,浦东新区丁香路1089号,"周二至周六
9:30-16:30",021-68622552,免费
,45,上海浦东新区龙的美术馆,浦东新区,非国有,浦东新区罗山路2255弄210号（近花木路）,"周二至周日
10:00-17:30（16:30停止入场）（暂时闭馆）",021-68778787,免费
4,46,上海证大喜玛拉雅美术馆,浦东新区,非国有,浦东新区樱花路869号3层-4层,"周二至周日
 10:00-18:00",021-50339801,收费
,47,上海海派连环画中心,浦东新区,非国有,浦东祖冲之路1559号张江创意大厦2楼,"周一至周五 
9:00-17:30",021-50783161,免费
,48,上海王狮美术馆,浦东新区,非国有,浦东新区潍坊路328号,"周三至周日
10:00-17:00",021-68768900,免费
,49,上海浦东云间美术馆,浦东新区,非国有,浦东新区世纪大道100号上海环球金融中心29楼A,"周一至周五
10:00-17:00",021-68775877,免费
,50,上海浦东新区周浦美术馆,浦东新区,非国有,浦东新区周邓路6851号（周浦文化公园内）,"周一至周日
8:00-11:00，13:00-17:00",021-68110132,免费
,51,上海浦东新区林隐美术馆,浦东新区,非国有,浦东新区祝桥镇江镇西街71号3幢,"周二至周日
9:00-17:00",021-68788999*8138,免费
20,52,上海刚泰美术馆,浦东新区,非国有,浦东新区园顺路89号,"周二至周日 
9:30-17:30",021-38212021,收费
,53,上海浦东新区库伯美术馆,浦东新区,非国有,浦东新区沈梅路123弄57号,"周二至周日 
9:00-17:00",021-61093697,免费
,54,上海浦东新区上古神龙美术馆,浦东新区,非国有,浦东新区秀浦路3188弄92、93号1-5层,"周二至周日
9:00-16:30",15000030118,收费,
,55,上海艺仓美术馆,浦东新区,非国有,浦东新区滨江大道4700号,"周二至周日
10:00-18:00",021-68781221,收费,
1,56,上海长宁区左右美术馆,浦东新区,非国有,浦东新区金海路18号天物空间二期内,"周一至周日
8:00-20:00",13501838450,免费,
5,57,上海浦东新区昊美美术馆,浦东新区,非国有,浦东新区祖冲之路2277弄1号,"周二至周五
13:00-22:00 
周六、周日
10:00-22:00",021-51572222,收费,
,宝山区,,,,,,,,
2,58,上海美术学院美术馆,宝山区,国有,"宝山区上大路99号
（上海美术学院内）","周一至周五
8:00-16:30",021-66133252,免费,
1,59,上海宝山区龙现代美术馆,宝山区,非国有,宝山区黄海路888号,"周二至周日
9:30-17:00",021-56187998,收费,
,60,上海湫光美术馆,宝山区,非国有,宝山区罗新东路800号5幢,"周一至周五
10:00-16:00",021-60820202,免费,
,闵行区,,,,,,,,
,61,上海市闵行区蔡兵美术馆,闵行区,国有,闵行区梅陇镇伟业路881号,"周二至周日 
9:00-17:00（16:30停止入场）",021-60752101,免费,
2,62,上海闵行区美博美术馆,闵行区,非国有,闵行区黎明路88号,"周二至周日
10:00-17:00",021-54888223*8063,免费,
3,63,上海宝龙美术馆,闵行区,非国有,闵行区漕宝路3055号,"周二至周日
10:00-18:00（17:00停止入场）",021-64888037,特展收费,
,64,上海明珠美术馆,闵行区,非国有,闵行区吴中路1588号8楼,"周二至周四
10:00-19:00（18:00停止入场）
周五至周日
10:00-22:00（21:00停止入场）",021-61135963,收费,
5,65,上海中闵虹桥美术馆,闵行区,非国有,闵行区申长北路156号,"周二至周日
10:00-18:00",13954734351,免费,
,66,上海半岛美术馆,闵行区,非国有,闵行区澄建路600号,"周二至周六
9:30-11:30，13:30-16:30",021-80123588 ,免费,
,嘉定区,,,,,,,,
,67,陆俨少艺术院,嘉定区,国有,嘉定区东大街358号,"周二至周日
9:00-16:30",021-59529530*109,免费
20,68,韩天衡美术馆,嘉定区,国有,嘉定区博乐路70号,"周二至周日
9:00-16:30",021-59923356,免费
5,69,上海梧桐美术馆,嘉定区,非国有,嘉定区江桥镇金园四路288号,"周二至周日
10:00-17:30",17717527363,免费
2,70,上海嘉定尚画美术馆,嘉定区,非国有,嘉定区塔秀路145号,"周三至周日 
10:00-16:00",021-59101055,免费
4,71,上海秦古美术馆,嘉定区,非国有,"嘉定区曹安公路2888号
江上桥文化园","周二至周日
9:00-17:00",021-69106351,免费
3,72,上海嘉源海艺术中心,嘉定区,非国有,嘉定区大治路18号101室,"周二至周日
10:00-16:00",021-59151620,免费
15,73,上海释凡美术馆,嘉定区,非国有,嘉定区沪宜公路1188号南翔智地A区3号楼1F,"周二至周六
9:00-16:30",15000777045,免费
1,74,上海翱翔艺术馆,嘉定区,非国有,嘉定区沪宜公路1188号5号楼,"周一至周五
9:00-16:30",13918614088,免费
,金山区,,,,,,,
1,75,丁聪美术馆,金山区,国有,金山区枫泾镇青枫街49号,"周一至周日
8:00-16:30（16:00停止入场）",021-67354167,收费（非单独售票，包含在古镇景区全票中）
,松江区,,,,,,,
2,76,程十发艺术馆,松江区,国有,松江区中山中路458号,"周二至周日
9:00-16:30（16:00停止入场）",021-57721588,免费
,77,松江美术馆,松江区,国有,松江区三新北路900弄601号,"周二至周日
9:00-17:00（16:30停止入场）",021-67821211,免费
1,78,上海松江区国匠美术馆,松江区,非国有,松江区泗陈公路3388弄3号一层,"周一至周日
9:00-17:00",18625706506,免费
,79,上海松江区贤禾美术馆,松江区,非国有,松江区泗泾镇鼓浪路150号,"周二至周日
9:00-17:00",18930085519,免费
,80,上海国稷美术馆,松江区,非国有,松江区泗陈公路3388弄,"周二至周日
9:00-17:00",61678365,免费
,青浦区,,,,,,,
2,81,上海全华水彩艺术馆,青浦区,非国有,青浦区朱家角镇西井街121号,"周一至周日
8:30-16:30
（闭馆装修中）",021-59242806,收费
3,82,上海世界你好美术馆,青浦区,非国有,青浦区徐泾镇诸光路288号,"周二至周日
9:30-17:00",021-59887070,免费
4,83,上海市鹤龙美术馆,青浦区,非国有,青浦区外青松公路2403弄7号6号楼-8号楼,"周三至周日
9:00-17:00",021-59740397,免费
5,84,上海青浦青渚美术馆,青浦区,非国有,青浦区北青公路7203号,"周一至周日
10:00-17:00",021-60765118,免费
15,85,上海青浦区练塘可的美术馆,青浦区,非国有,青浦区练塘镇金前村金田路428号,"周二至周日
9:00-16:00",021-59256115,免费
20,86,上海市青浦区青当代艺术馆,青浦区,非国有,青浦区朱家角镇课植园路599弄36号 ,"周三至周日
12:00-17:00",021-59836688,收费
,奉贤区,,,,,,,
,87,上海吴宜恩美术馆,奉贤区,非国有,奉贤区海湾旅游区海马5818号,"周二至周日
9:00-17:00",021-57120355,免费
,崇明区,,,,,,,
1,88,崇明美术馆,崇明区,国有,崇明区城桥镇崇明大道7897号,"周二至周日
8:30-16:30",021-59610132,免费
2,89,"大通艺术馆
（崇明美术馆分馆）",崇明区,非国有,崇明区堡镇堡港路101号,"周一至周日
9:00-11:00，14:00-16:00",021-59410892,免费
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
